373.44,-2.0796,74.346,-20.683,42.494,0.67075,36.103,-31.185,-44.632,19.447,-9.7345,24.088,-3.0163,22.158,-2.9093,34.308,-64.045,-23.324,28.8,41.036,-25.207,32.253,-29.36,-7.7675,-22.99,29.573,36.865,-28.749,-6.074,-8.4107,38.67,8.1426,-54.654,-41.01,33.675,-32.543,-46.722,-34.968,16.039,-2.1566,-39.141,-13.394,-17.331,-18.317,9.58,19.742,37.558,-37.663,-6.965,20.059,23.072,-22.506,-19.148,-27.476,-10.431,-9.5603,43.88,6.3143,-32.607,-2.4193,37.835,-45.723,21.912,-27.17,-75.612,-37.53,-32.469,25.519,-6.4791,-18.798,-17.658,-36.583,-35.595,18.681,-30.451,-25,-6.4527,44.314,14.229,16.721,13.175,-46.931,1.0722,-19.673,-40.671,-82.809,-2.9887,31.615,-44.537,-13.884,13.451,19.102,28.592,21.876,-19.269,84.661,-22.384,-26.497,19.234,-54.387,-13.537,-19.947,-27.029,-36.935,-1.1912,-29.979,-24.862,11.615,11.212,-33.936,-30.212,24.67,-22.763,5.6194,3.4486,-43.782,48.253,-44.486,39.593,0.42972,12.817,20.29,19.819,25.865,24.513,46.496,-47.636,1.3432,-21.629,22.114,-3.7532,13.921,9.1433,-2.9262,12.616,5.0881,47.97,-31.417,44.811,-11.391,7.7278,-13.734,-47.139,14.773,-17.128,55.508,2.2385,29.932,-20.376,5.72,-4.0928,-24.139,-11.624,-17.359,-9.9458,21.875,-8.7753,-62.586,19.755,-14.158,21.88,31.92,-11.353,51.735,-15.511,56.648,43.54,-17.791,-33.981,-10.344,-1.3873,15.461,-71.687,0.84861,6.4021,27.518,14.655,29.644,-41.88,10.067,-24.718,-42.476,-3.3954,-13.742,-37.713,19.992,-15.022,7.1766,-39.297,47.535,9.9104,-8.037,7.6047,-42.675,-61.57,-3.9608,10.117,-13.688,1.3709,-5.2275
-2.0796,347.08,15.531,29.165,14.612,-26.215,30.84,15.586,-13.501,2.7797,-49.207,-1.09,35.053,22.934,-9.7152,-26.932,63.358,1.8822,19.432,3.6384,23.134,-6.6043,19.168,-13.603,-10.761,-31.562,-40.371,-18.714,-2.5412,23.588,7.3966,16.01,-6.3147,6.3243,-19.976,-57.341,-9.0818,28.927,-34.717,-20.211,50.497,11.843,6.183,42.172,-27.421,-5.5172,35.639,-10.876,-31.18,7.208,-14.389,62.191,-21.505,43.973,15.14,19.575,-37.31,-3.7082,29.782,3.4715,36.963,-17.266,14.009,23.56,19.513,11.643,-25.109,-1.0083,-2.1146,47.337,8.075,30.326,32.531,-11.269,40.787,-23.866,13.067,-24.866,-23.827,7.4747,-4.4911,45.772,-14.24,-40.065,-42.937,-13.291,54.788,-1.5539,-2.4223,-16.908,1.6258,55.344,23.864,-14.43,55.859,-27.056,-14.22,40.881,16.347,-32.672,-30.302,-4.1231,19.34,-16.7,16.19,-75.05,1.6511,14.818,-28.233,-10.527,1.1613,6.6327,1.2034,-12.387,33.177,59.798,-22.043,-14.916,27.602,-33.401,19.74,51.781,-42.845,39.704,16.103,22.335,-18.404,22.768,-0.77201,-29.825,-14.614,-17.5,-25.067,-22.312,-33.573,-31.209,-2.7349,19.039,23.086,6.536,37.226,24.638,-31.768,8.5463,40.807,30.227,-20.586,-13.546,10.929,37.255,12.263,-36.402,12.262,14.371,25.229,23.834,28.373,-5.0903,-22.199,32.092,0.53711,-17.389,-52.301,22.743,-28.769,35.232,-12.539,-49.463,11.837,-6.1751,-9.5371,-10.642,36.252,7.3371,-56.953,-16.314,-45.469,-3.0374,1.6114,23.527,2.1211,-16.973,-17.917,-45.476,2.4813,17.461,-1.5773,-51.065,-5.5835,-22.676,-20.572,12.793,-4.8085,33.444,13.921,-26.207,-2.6159,-32.841,32.456,-22.367
74.346,15.531,421.41,13.467,3.4353,-74.596,-62.56,34.418,-44.481,33.964,-7.2443,-28.875,-24.794,25.956,-26.992,23.939,28.614,-73.184,-0.42351,-0.72217,44.847,81.09,-7.9106,6.1539,-0.38339,7.0144,-42.222,12.086,-7.6259,-34.419,25.249,31.509,21.784,23.65,31.339,-31.185,28.04,-7.7002,-60.649,5.8082,-24.537,30.778,-30.542,-60.099,39.03,-42.673,46.038,-1.3841,7.3675,19.034,34.785,6.4636,23.066,3.1568,14.918,30.557,55.979,9.3854,0.71551,14.864,39.592,-25.758,37.51,44.406,-71.949,36.319,8.5642,-46.878,-1.8982,-8.4621,40.982,-20.319,-47.343,-34.552,15.276,-6.9895,-2.3462,-16.45,-1.1087,9.9232,35.26,7.4014,17.416,72.065,-59.253,2.2958,17.31,38.43,3.4082,-30.892,4.3484,24.685,30.535,-2.7566,28.224,52.281,15.157,-19.378,48.031,-29.875,53.732,15.692,35.583,-38.93,-26.674,-41.606,-9.5921,-22.142,-21.46,-61.272,-43.351,9.5374,23.602,23.084,-41.506,-57.149,52.56,-38.727,-17.677,-19.12,25.158,-23.604,-43.665,22.716,101.92,20.354,1.6961,-92.067,0.29419,11.586,-10.731,-26.258,-11.683,-25.916,44.676,42.326,-12.319,-5.3349,28.606,21.071,0.51749,-45.003,3.7734,-13.011,-69.532,-18.286,-9.223,88.103,1.7031,48.186,10.342,11.516,-3.0193,23.33,11.965,-12.895,23.249,-45.844,0.67584,-24.32,15.409,33.785,14.414,17.064,18.123,20.701,12.917,62.199,-19.521,11.628,21.436,30.849,-11.229,4.809,-28.218,40.346,-55.132,-5.8966,-2.6956,2.7477,-28.551,-32.712,22.283,-51.1,-17.058,5.2917,10.175,-14.207,-48.267,42.011,-62.103,15.604,-15.818,-16.455,41.333,-20.286,14.804,-7.7557,-38.726,-17.819
-20.683,29.165,13.467,327.77,6.1495,15.696,-5.9034,24.005,27.977,5.9667,12.715,-9.5579,-21.675,-30.055,-34.128,0.81696,49.964,11.895,28.469,-3.9248,5.7534,-6.4046,13.033,-3.298,19.222,9.6798,-41.457,-8.2679,-6.7518,55.733,-17.326,42.152,5.0106,51.233,-10.763,-11.348,-8.8467,-83.082,37.414,-42.153,14.431,69.242,19.966,17.024,10.242,1.3963,49.682,47.179,-5.782,-21.872,25.282,-26.574,29.079,48.898,9.4305,-10.582,-10.975,-32.772,20.321,-4.4349,11.794,-5.8841,-10.312,-4.9375,24.151,21.503,-53.302,-4.0596,-4.4563,39.076,-27.995,13.83,6.8025,-46.837,9.2922,15.018,-42.218,-8.2192,38.536,16.952,28.06,23.729,21.031,6.031,6.0143,-8.0655,6.1717,34.168,-6.2961,-28.874,-15.69,-0.4478,-36.254,8.6222,24.458,13.863,17.192,3.1521,-6.5316,23.997,-66.654,19.101,18.843,3.1394,4.753,-31.533,28.08,-72.494,-7.4885,2.056,47.236,-29.967,-30.083,43.064,54.009,9.1897,8.548,7.73,2.7794,15.302,-26.031,27.562,9.315,3.2815,-4.9518,-1.9585,37.069,13.54,41.406,-20.851,9.2764,47.566,-3.0365,47.241,-46.632,68.285,-11.729,12.72,25.603,-25.925,-18.929,-36.053,18.292,16.445,19.411,10.686,8.2188,10.33,-31.071,33.774,32.099,47.051,31.677,-5.4322,-38.562,-1.3118,-21.996,-21.888,11.67,26.797,49.489,-4.1773,19.769,22.103,-14.979,29.126,9.8685,39.196,23.298,-16.92,-15.164,-11.438,2.579,70.875,6.3235,-23.989,33.11,-5.9126,-10.677,-18.896,14.309,1.5933,22.818,35.545,14.531,25.237,11.05,-47.924,-21.879,-63.435,-21.76,20.145,28.575,63.454,-24.4,22.318,22.271,-4.9985,40.294,-0.24325
42.494,14.612,3.4353,6.1495,387.15,-32.613,8.8143,-23.581,-28.42,-5.8891,2.1953,55.753,5.0285,-66.76,-22.937,-1.7714,13.198,33.182,-76.797,-27.183,-5.4668,-7.6654,-20.034,-18.746,-6.9053,-22.187,12.062,-15.619,-23.585,-10.532,-15.557,-45.57,26.824,23.328,-2.6986,-32.137,-20.626,27.43,11.735,-74.469,5.5387,-4.2446,-36.116,6.5447,30.669,-9.181,-27.572,-1.621,-35.162,-35.63,65.496,11.915,-7.191,53.94,-59.928,70.507,-14.422,4.7671,-48.944,43.121,-9.2054,-38.017,0.43926,-26.494,-14.06,41.716,1.8746,40.145,65.456,-11.654,44.007,-37.84,-9.3223,-16.002,-40.083,-54.336,30.544,38.882,-28.391,8.8353,69.821,-30.523,-35.766,-59.879,11.408,-11.285,76.334,12.822,-2.605,31.668,16.18,14.696,-2.578,-19.252,-36.828,-0.39965,-39.329,-23.641,37.077,-5.479,1.0976,9.7539,6.7253,-10.657,62.384,-11.707,-40.727,-36.317,2.4242,14.522,-1.594,-6.212,-3.9945,20.201,39.053,-62.916,36.301,-54.787,25.336,19.998,0.41861,27.824,-8.3063,-4.2692,3.6887,-45.389,3.7951,31.538,-9.6341,17.993,0.8542,3.6013,41.03,-4.3739,25.685,51.672,16.894,-35.733,-11.718,-10.935,47.472,72.748,15.539,19.703,4.103,-7.397,14,23.91,2.1191,38.434,21.028,-42.028,7.8611,7.8082,15.659,8.3931,21.016,51.744,-42.232,-40.486,26.157,-11.91,46.236,38.892,-17.714,64.028,0.95993,-30.46,-17.895,16.392,9.4744,14.685,26.999,48.689,-25.257,29.357,0.14115,-10.31,-3.4697,-20.5,-1.0014,24.862,-23.224,-26.129,13.5,-8.4634,25.274,-66.867,-12.833,-34.897,-29.469,-16.058,-64.493,-36.833,14.546,-37.064,-26.729,30.668,6.0344,8.7037
0.67075,-26.215,-74.596,15.696,-32.613,322.5,-39.417,9.8881,59.877,15.77,18.891,-24.994,-21.832,-17.95,24.407,-1.9656,-50.759,17.341,-6.9179,-19.206,-20.097,-16.082,19.03,2.7761,31.935,-6.6891,1.2749,2.6401,-48.959,5.7606,32.755,-3.0446,-51.409,8.4706,59.468,0.70371,-14.233,-34.207,36.316,-46.416,4.7184,29.265,-5.5949,14.199,3.3892,-38.893,11.528,34.326,34.068,-32.925,-16.294,-28.747,21.647,-34.083,-7.2568,35.727,5.2872,33.294,24.894,-44.582,52.365,1.7606,6.6624,-16.232,-7.6247,19.212,-49.589,-4.7126,0.33221,-15.015,-26.977,33.12,4.877,-11.457,-3.7604,42.768,-26.761,-5.2313,9.9582,1.3723,5.9104,46.487,9.8083,-46.421,28.65,-11.018,-2.848,-5.6951,47.387,-5.9681,8.9198,16.806,7.938,3.3322,16.107,-33.409,35.34,1.0562,-4.158,5.867,-16.554,4.1204,21.205,45.863,1.1821,-3.6201,-7.8911,33.56,62.002,53.822,-64.663,-10.02,3.4781,27.925,-21.601,-13.312,-44.887,20.118,-3.0552,5.9126,-13.294,-16.254,9.0182,-2.6829,-21.986,38.248,4.4163,-43.665,-25.837,8.0555,40.873,1.0208,40.036,3.4193,-45.716,16.045,-23.878,-9.8809,-5.5715,22.505,3.0126,-55.439,-1.1301,50.263,-9.3283,14.402,-14.57,29.245,-58.08,18.49,-10.347,-11.138,-2.4238,39.368,29.386,33.541,-26.961,-69.657,36.35,5.0722,-24.413,-21.485,-27.459,-5.8777,-6.4817,-29.655,0.23497,1.9175,18.024,-22.607,27.423,29.596,-3.8523,27.184,29.839,-44.316,10.715,30.388,43.374,-6.2705,-22.868,25.57,14.316,21.74,61.871,10.286,29.161,1.2928,-5.3261,10.096,10.228,-5.7913,-7.3954,32.68,-37.911,36.763,15.953,8.6163,39.073,-15.244
36.103,30.84,-62.56,-5.9034,8.8143,-39.417,488.46,-3.9588,3.3529,-22.087,1.6322,12.383,8.467,26.154,-35.742,22.534,-44.75,32.946,-47.396,-14.833,21.123,-0.041547,-15.048,0.64379,-6.4016,51.122,-16.351,-9.801,17.488,75.474,-5.1225,-52.306,-29.37,-9.421,-25.382,-8.8355,-47.16,14.891,1.7264,16.238,-14.931,-74.912,-10.54,22.519,-31.209,73.252,-58.162,-64.994,-45.474,-14.955,4.8825,8.6527,-31.824,-36.925,28.545,-44.409,-23.926,-8.2934,34.574,45.62,12.215,18.585,-5.8739,-0.076528,54.375,29.023,0.043,43.154,-32.681,-32.903,-57.346,-17.081,-37.683,-60.038,-1.0373,22.945,33.025,9.4163,-37.324,-18.022,-72.689,-43.877,-30.824,7.2473,21.971,24.156,45.449,-5.2183,28.112,54.391,-14.714,43.944,1.4877,18.149,-71.357,48.54,-8.4996,58.449,-23.473,-49.573,20.558,-48.411,27.725,21.689,-4.2562,-22.071,12.282,28.149,-51.092,20.215,31.997,36.278,-55.069,-43.507,-1.4124,21.087,-53.858,26.369,30.693,-9.1472,-20.349,-22.161,-21.642,-2.3112,-36.019,2.2565,1.7301,57.586,67.303,-7.344,43.696,1.341,-37.798,6.8948,-7.0506,16.846,41.866,-7.5215,-80.317,-22.239,36.908,-8.9329,-30.766,22.315,12.183,-8.3635,21.904,-7.8582,17.156,15.902,28.866,-6.787,-36.031,-12.263,-45.506,-29.315,-52.929,68.414,-21.61,8.0268,-1.1201,72.001,-0.64091,-48.309,50.019,7.2332,-40.649,12.672,9.5316,10.118,-27.951,-13.065,-51.524,-52.286,-34.533,-71.081,16.073,0.36862,71.272,-5.7193,-7.2394,4.9328,3.3442,-20.299,29.186,-2.9101,2.0206,-25.819,-15.992,94.077,42.741,-12.669,35.081,-12.49,-1.1599,-14.386,52.109,7.1952,34.775,-47.376
-31.185,15.586,34.418,24.005,-23.581,9.8881,-3.9588,357.24,35.5,5.0307,-4.6865,-40.275,-17.937,10.983,-10.973,33.049,22.766,-11.462,18.974,-12.845,-35.054,-22.24,31.285,16.799,1.4118,15.331,-9.6222,-43.835,-32.445,40.23,-28.019,66.975,-5.7183,-2.5267,16.588,17.869,12.691,-12.618,28.003,12.833,-39.991,-36.993,-14.05,34.029,-19.494,-11.57,4.2316,0.60113,-43.285,-7.6792,5.992,60.315,1.4286,46.048,-38.39,-15.567,-3.207,-31.702,29.171,-24.077,-8.576,72.138,4.447,-23.939,-57.458,-46.153,-6.8341,-14.734,22.651,24.671,-49.785,62.842,32.954,22.211,12.194,-7.9589,13.707,14.674,-71.705,11.981,8.9136,15.814,24.534,-20.383,-9.2512,28.346,-9.4683,-15.583,4.4673,9.8314,-3.3295,0.69763,-23.101,7.6605,13.226,76.635,-8.6858,40.12,-46.183,20.1,42.339,-33.438,35.474,-29.328,-34.403,0.35818,-15.873,34.456,1.1978,15.122,-13.587,8.3279,39.379,-33.268,-17.995,-3.7893,12.488,-70.044,-23.616,32.346,0.49182,-37.31,-23.116,-5.4865,-5.2429,9.6012,41.586,11.888,1.6739,-28.497,-24.175,20.617,34.771,2.3376,-4.3236,-6.6332,21.097,20.575,-16.575,-2.0474,-7.2608,23.073,-21.605,18.347,2.6288,-33.721,-39.888,9.4541,30.509,29.999,0.78927,-5.9663,-15.399,8.8926,8.3157,53.474,-12.56,-3.1726,3.5174,6.8757,24.791,22.471,-18.479,-53.335,3.6318,-11.808,31.017,6.8513,26.029,-11.037,0.067857,15.206,-69.221,7.8917,53.653,-24.897,36.45,22.551,8.8181,42.712,-44.106,-39.255,17.32,-0.31032,13.307,-14.552,23.264,22.592,-25.536,12.678,-42.05,24.193,-42.692,11.515,-28.526,-13.34,-11.15,6.6084,4.1468,5.9707
-44.632,-13.501,-44.481,27.977,-28.42,59.877,3.3529,35.5,407.06,26.53,33.775,31.52,7.2762,10.474,54.537,-34.392,-10.974,-22.8,7.5124,-21.477,-31.782,-6.8999,69.623,39.197,-45.442,-17.095,69.542,-18.155,-78.703,64.34,60.617,-18.928,-31.614,-4.2888,-18.413,-12.241,16.294,-32.105,-2.8503,-38.142,18.982,4.4141,-34.511,-31.753,0.39476,-9.6479,-23.364,4.0617,-19.851,-61.566,16.352,26.866,20.974,22.974,-3.6284,-55.386,13.418,5.9982,23.565,-31.755,1.3678,-26.543,4.5649,-11.397,89.632,66.889,-34.645,0.57934,-2.1303,-36.534,-11.698,-6.7126,20.202,-73.946,-13.078,13.931,-1.5755,-26.188,60.483,19.687,-27.467,82.585,23.186,18.267,85.162,15.673,4.0109,22.913,9.1606,5.8467,-37.203,-23.425,-56.1,49.606,22.181,-30.973,-0.14604,3.3792,-2.9734,-10.063,-0.76375,-12.98,36.438,-40.356,-3.5971,3.8618,40.076,34.57,34.356,17.365,12.553,34.049,-16.758,12.803,-80.223,44.225,-35.974,46.954,-59.18,3.8677,-17.69,-9.5881,43.06,-36.046,-43.804,-1.8924,-14.801,-20.156,-7.5449,-44.131,-10.833,26.477,15.528,28.219,0.66264,21.148,12.716,42.184,-4.6981,25.925,-12.567,19.088,-13.3,12.664,3.9164,-67.988,27.993,-64.162,23.41,-16.21,46.433,1.9585,-22.124,36.399,-16.347,27.517,47.583,-28.989,-7.1629,20.119,37.617,-18.178,13.746,-72.754,-31.14,-8.6264,-32.073,66.936,16.151,-40.993,24.54,-5.0557,23.604,-11.382,17.383,-17.655,9.2748,8.2997,13.574,-25.693,31.235,-18.69,42.776,61.735,19.3,22.221,17.066,8.1793,65.558,-24.508,7.1512,-19.523,-4.8142,16.902,-20.182,37.757,-29.959,-0.64112,-2.8883,-0.81923
19.447,2.7797,33.964,5.9667,-5.8891,15.77,-22.087,5.0307,26.53,360.64,43.459,5.871,-87.007,-1.2223,-43.2,20.27,20.439,37.592,-10.059,-42.069,-9.3408,32.243,27.014,33.724,-41.148,12.359,-20.439,-30.337,-16.099,-43.967,-1.4892,37.768,13.776,-12.146,18.097,-5.3113,-25.002,-64.823,-75.844,-24.241,-14.878,-29.228,-2.3431,19.531,27.927,-12.564,11.312,-2.5865,-25.501,69.843,-21.182,33.106,12.677,-20.66,46.91,4.5686,7.1184,32.566,28.516,-9.2441,-23.163,-68.164,18.122,10.566,-10.279,4.8162,52.604,-28.273,-46.525,25.128,-42.879,-76.421,-15.06,-27.352,48.856,-57.821,-39.627,-9.4368,51.919,-21.639,23.864,-3.3812,-14.506,-4.4411,12.846,-31.718,-55.005,-0.23498,-19.444,21.985,19.133,10.152,-51.24,-65.976,8.0746,2.648,29.841,-5.8438,16.434,-68.15,-40.899,-4.742,-21.18,42.477,-38.495,-4.5293,-33.058,37.421,-20.712,-30.191,1.6643,11.193,47.878,25.407,-24.768,-40.64,23.197,-13.947,-37.329,3.6353,-24.819,-22.815,-4.5238,28.44,-5.8544,8.8889,34.752,43.145,39.82,-24.168,16.102,-6.7517,10.013,-5.7101,-29.824,46.563,-12.418,47.923,5.6613,36.411,-35.663,-22.2,-25.594,-8.9757,-33.513,1.8675,-4.4475,2.474,-24.404,-12.02,-16.908,-11.398,-24.508,6.5565,65.043,-40.557,-30.709,26.978,28.865,48.77,-11.628,6.5009,39.11,20.452,-31.709,16.823,-45.002,21.024,-65.319,-18.164,12.33,18.361,-22.126,-12.769,-17.898,-14.128,-19.961,15.129,17.694,13.941,-40.438,15.457,-20.888,-14.567,-40.323,13.147,-11.982,-3.8047,-49.177,13.315,46.521,15.789,8.1296,25.304,21.604,-2.1499,8.5161,-5.2988,1.9539,-8.2908
