253.82,36.227,-8.1866,-26.164,-2.7884,31.113,24.585,27.503,34.259,17.489,-20.691,-14.921,33.938,-6.1696,6.0428,24.601,11.772,-75.65,11.508,-13.886,-30.372,20.123,-22.269,-6.3085,-16.872,10.402,23.155,-21.927,23.397,-7.5477,4.3724,54.424,15.211,21.323,-4.0829,-17.847,27.05,1.6521,30.232,-12.949,-14.688,38.613,29.851,-44.632,1.4437,4.3301,9.9709,16.242,-8.4274,-16.317,2.6935,5.3567,-2.3799,-5.4506,9.8937,-6.2725,-6.6162,2.1279,5.3336,70.139,-14.832,4.1688,49.144,22.924,-9.5037,-1.3504,-4.4511,-35.058,-23.096,27.956,2.7417,14.003,-3.6791,43.052,25.711,3.063,-44.38,12.9,-10.65,-7.1886,1.2615,-16.094,34.293,-61.058,-19.678,-19.21,7.6526,15.398,-31.314,-23.186,42.757,-28.339,12.582,23.594,9.9723,33.475,-1.9345,-13.229,-9.4315,-19.27
36.227,197.23,-3.7208,-51.354,6.3706,-7.1402,11.033,6.7466,29.015,7.5964,23.867,-7.3259,-0.48379,-5.5076,-44.38,-5.3178,-5.2696,-31.307,-8.8077,-13.035,-49.616,-2.597,-22.579,0.061406,-28.332,4.6068,-3.5803,-7.931,37.568,34.385,-29.282,14.098,5.1632,-32.321,2.6131,4.0288,8.3279,-14.765,-14.341,-22.728,0.59982,-25.018,14.739,-74.477,-14.006,12.346,16.357,11.277,-9.4025,-8.2245,23.485,4.9126,4.1062,-34.934,9.6368,-5.3826,10.658,6.1502,1.1118,40.468,-8.9411,-0.39402,-19.106,-6.2619,12.131,-18.777,14.574,-17.158,-27.351,27.797,26.675,-3.0211,-7.7591,-22.675,15.521,-13.416,-25.746,5.6381,20.566,7.574,21.2,24.969,-70.002,-10.359,17.753,6.4955,3.7419,-17.701,-44.579,-22.739,-38.96,-9.3698,16.111,29.996,-12.499,-9.1738,-18.37,-10.205,10.894,-12.909
-8.1866,-3.7208,174.95,-1.4286,14.842,52.181,-20.478,24.286,-19.702,4.9885,-17.05,-27.609,15.165,21.229,18.707,26.442,-18.842,-10.427,-24.536,-9.3467,17.14,-14.986,2.9416,11.564,6.2688,1.5029,33.604,-9.9701,-14.374,-25.104,21.985,-6.9966,29.227,16.496,-9.1754,2.9939,24.755,-28.276,-17.792,37.186,-14.97,11.506,13.419,9.5722,5.8432,7.2759,1.7414,18.915,-8.5893,20.529,9.0625,8.3296,-21.104,-8.2089,7.5975,-6.6151,-40.207,-14.462,4.4772,-29.859,-18.944,-31.515,-3.3858,45.014,3.665,15.402,14.896,1.6713,24.461,-11.235,18.978,-23.926,-3.1528,11.548,20.61,-0.44506,11.373,-29.901,15.858,-32.459,10.321,12.793,-10.271,6.7223,-17.585,-40.321,-11.405,11.32,-2.2395,23.936,-14.88,-9.9806,-19.152,-47.285,-1.8878,-19.36,1.9232,21.421,11.505,-14.327
-26.164,-51.354,-1.4286,244.1,-69.303,16.423,-7.0768,3.1768,32.222,-5.9438,-32.719,4.5537,-48.391,0.45557,29.049,19.284,1.738,54.267,-55.065,1.3002,-6.6388,17.715,18.935,23.358,29.657,-5.2727,16.818,28.669,-37.958,2.1003,9.1087,-12.414,-7.4056,-13.048,0.024274,24.008,6.7931,3.4026,-34.154,73.544,6.3115,-14.259,15.626,-19.141,-33.192,-15.861,-6.9491,-30.871,0.093225,43.52,0.47145,12.635,12.283,48.547,4.698,-39.557,-9.87,-40.286,30.448,8.4974,-6.3328,20.849,-28.902,-31.241,-8.1448,-16.872,1.416,9.3873,18.904,-1.7495,33.41,-26.309,-34.619,-10.521,18.972,13.813,5.8562,5.5214,-0.66807,-30.612,-7.9435,10.403,15.573,17.587,-8.186,-0.11817,33.257,14.97,2.6762,-17.313,34.679,-27.674,8.4389,6.9921,7.9004,-34.819,29.951,9.5955,-23.212,-22.837
-2.7884,6.3706,14.842,-69.303,198.24,32.32,-24.391,-17.805,-28.279,2.1844,-1.9641,3.5492,45.448,-24.514,11.169,8.4669,23.389,-55.873,41.128,-12.924,0.38708,-19.334,4.7168,-9.1805,-8.7632,-10.72,1.9026,10.702,14.354,15.64,27.151,43.614,-26.553,-17.846,-17.744,10.765,5.0548,17.774,23.188,-11.829,-12.939,1.0131,1.0547,33.862,44.934,-6.6283,-8.2472,-12.992,-30.432,-33.33,-16.162,2.0313,-18.537,-26.434,13.208,32.527,5.3231,10.828,-32.869,-52.355,23.64,-29.523,-12.148,13.028,12.666,14.486,21,-50.131,-6.8168,-26.682,-42.977,16.667,32.76,-58.802,35.956,8.1012,-3.6087,-0.15567,12.473,33.071,-2.4034,38.336,-6.0146,6.6642,5.7312,5.1991,-26.448,-0.25612,-10.387,24.292,-10.205,7.5306,-3.0334,14.42,-18.054,11.001,-36.148,-15.015,23.722,20.882
31.113,-7.1402,52.181,16.423,32.32,184.91,-14.575,10.363,-39.535,41.404,-14.333,2.0087,12.47,-42.178,18.236,27.65,7.4843,38.087,13.966,7.4339,13.442,-22.404,1.1822,7.7998,-9.6697,-23.099,51.012,3.1792,5.8187,11.398,30.545,41.806,20.344,-9.2278,-19.535,-16.99,11.618,-4.1814,-5.8371,27.201,-30.302,-1.5914,2.0685,-38.076,5.8047,-19.851,1.3975,-41.493,1.8445,11.053,7.074,-0.37555,-18.695,3.372,20.389,-37.193,-0.26601,-35.393,-9.0318,-19.37,2.4328,-13.443,2.5394,37.593,35.974,-8.3393,31.289,-39.483,14.17,4.7538,21.323,-17.407,-19.218,-10.61,43.486,-0.90996,-0.56782,-13.987,3.0313,-6.9049,-8.1337,3.8867,-23.088,-26.942,-14.678,-37.07,11.297,27.793,-19.45,-50.154,4.0041,15.577,-26.925,-7.8021,-0.65056,-13.47,-1.2195,33.785,-25.277,-4.7111
24.585,11.033,-20.478,-7.0768,-24.391,-14.575,222.66,-10.275,-3.3015,-22.587,9.1942,-6.9248,-45.594,20.407,-0.95322,-23.255,-17.379,-42.563,14.793,-19.282,-26.832,-15.714,26.811,-31.787,2.6311,-8.994,0.22536,41.88,-18.469,-6.0942,5.4254,-32.269,-17.43,-14.801,-23.926,25.277,-34.563,-2.4407,8.2763,35.889,10.731,29.462,-10.396,30.18,-21.295,-11.351,-11.291,23.506,42.554,0.88831,31.209,14.01,20.114,-22.427,-6.618,0.54751,-17.208,-24.579,-0.032035,28.456,-13.719,52.492,-29.104,7.9325,1.8706,-36.594,-13.094,-12.859,16.278,14.555,2.3853,13.42,-3.473,29.986,-52.212,17.072,-38.803,6.9677,-27.968,9.4897,8.994,21.874,-15.024,-59.738,-2.9771,-4.9,17.557,-29.594,-4.9227,-3.9438,-26.29,16.3,25.895,14.252,10.073,-8.9616,4.1792,-16.096,-1.5262,-27.067
27.503,6.7466,24.286,3.1768,-17.805,10.363,-10.275,234.37,19.436,3.1539,-5.5979,-36.535,-8.8827,-28.742,-11.901,3.2106,21.113,9.2328,-4.3912,-24.629,-3.594,16.915,18.093,-8.1542,23.456,-30.159,22.735,-13.553,48.27,-25.974,3.6402,8.1058,6.5914,44.673,-13.141,30.832,49.891,25.437,-38.96,16.777,15.15,-4.5306,-10.988,-63.364,-29.393,-2.6717,-27.394,34.289,28.915,32.657,-51.511,38.455,-16.511,-18.311,1.0206,-11.662,-60.291,-26.064,10.422,7.062,-49.372,-31.23,-15.381,2.4665,13.353,7.7411,2.1034,-45.626,-26.428,-17.147,58.028,5.0522,17.635,-7.1324,-27.827,1.3327,-19.474,-20.05,8.877,-10.568,18.599,37.284,-20.217,12.508,-20.677,-9.2513,-2.0139,8.2688,-37.302,46.817,-8.4783,-16.299,2.3677,-13.709,-29.145,-35.845,-19.457,-8.838,49.475,-12.695
34.259,29.015,-19.702,32.222,-28.279,-39.535,-3.3015,19.436,189.63,-26.423,-29.277,28.298,18.723,-29.304,17.679,-18.154,-15.543,11.606,-49.576,34.899,-47.44,47.526,-4.2208,11.813,-15.311,14.48,-5.678,4.737,10.593,18.906,22.436,-16.166,-16.909,-34.922,9.7995,8.5029,46.584,-8.7574,-0.89411,-26.389,50.241,-13.951,22.451,-52.371,-16.63,7.7162,-13.936,-7.0648,-15.394,24.512,-9.9348,-21.559,9.0102,-3.4799,-0.48389,-8.1113,-52.86,12.758,13.362,45.425,-23.03,39.958,-34.307,-20.273,21.113,-42.927,3.7625,-18.752,-24.43,13.278,1.4542,-9.0369,-14.085,-2.69,-10.232,25.069,-13.895,0.23768,2.9323,-11.084,11.414,7.3243,-31.046,-11.659,-6.5329,-11.331,22.933,-25.655,16.529,-23.063,14.886,-30.721,0.96722,28.635,1.4016,-3.4339,-8.668,-20.531,1.8757,-37.649
17.489,7.5964,4.9885,-5.9438,2.1844,41.404,-22.587,3.1539,-26.423,268.64,1.7145,-18.942,-18.398,-9.0768,8.3931,36.314,4.3534,18.033,-5.4259,-8.5461,-1.2581,2.8772,7.1632,15.491,-2.1107,-24.941,7.8953,-18.458,-2.7445,5.68,-35.627,48.788,26.281,26.982,30.442,-43.277,-21.637,23.934,35.018,18.7,-25.555,0.51883,-47.009,-55.737,-32.516,-50.263,-2.9366,-10.761,-19.055,32.679,-0.562,-28.324,-41.665,40.253,-12.543,8.3349,-22.529,-4.2818,-5.2639,-13.963,13.487,-30.523,-0.57623,20.022,3.1131,-38.423,-27.803,2.407,-18.088,71.781,-13.809,3.4027,-36.504,-16.068,15.61,-13.025,-6.2961,-49.006,30.366,-28.049,-42.184,-30.542,32.269,-18.848,-2.139,-21.435,-10.485,19.462,-9.3266,14.527,16.042,-0.28219,24.371,-15.705,-9.2777,2.4042,-25.805,55.135,27.131,13.262
